taxon	Feature	Coefficient	stderr	tvalue	p	r2	adj_r2	padj	nsamples
o Subgroup.15	Organic Nitrogen (mg/kg soil)	0.00645990649603226	0.0846396498682871	0.0763224624166677	0.939273899804085	4.25173036570895e-05	-0.00725644242405354	0.971961416208171	86
Microcoleus.PCC.7113	Organic Nitrogen (mg/kg soil)	-0.12396196882324	0.115095500701587	-1.0770357491614	0.283357175623575	0.00839610563515685	0.00115812100475643	0.500640512486853	18
Aliihoeflea	Organic Nitrogen (mg/kg soil)	-0.110009739570601	0.101234323989053	-1.08668419203843	0.279084660018471	0.0085459183034401	0.00130902719616588	0.496091553454887	21
Phreatobacter	Organic Nitrogen (mg/kg soil)	0.000428888870853508	0.0800668937817048	0.00535663181867446	0.995733838766187	2.09441594388633e-07	-0.00729905910262763	0.997195682258247	70
Jahnella	Organic Nitrogen (mg/kg soil)	-0.107368119629192	0.0797826035014671	-1.34575853528292	0.180603300302096	0.0130469860005719	0.00584294940203578	0.376592519586217	58
Aquabacterium	Organic Nitrogen (mg/kg soil)	-0.0756582265190131	0.0911573192546552	-0.829974237259608	0.407997273532428	0.00500299914132762	-0.00225975268975764	0.628217272792139	37
Oscillochloris	Organic Nitrogen (mg/kg soil)	-0.236135793078424	0.0800027210680816	-2.9515970197748	0.00372030184784522	0.0597886890116089	0.0529258327270219	0.020979989310828	53
Smaragdicoccus	Organic Nitrogen (mg/kg soil)	0.0193815946460036	0.0919957025946358	0.21067934804961	0.833450524626774	0.000323878920245368	-0.00697302707303771	0.919825590800323	38
o Polyangiales	Organic Nitrogen (mg/kg soil)	-0.125648870880976	0.0802117747154698	-1.56646416722087	0.119546914442557	0.0175958619374576	0.0104250288129133	0.285578214135582	55
Ideonella	Organic Nitrogen (mg/kg soil)	0.110185430528887	0.0826513910638706	1.33313461649712	0.184700245536669	0.0128064789619589	0.00560068683759352	0.3818812980953	44
Duganella	Organic Nitrogen (mg/kg soil)	0.283648826325151	0.0835088375274654	3.39663243703831	0.00089315822761565	0.077671578259509	0.070939254013228	0.00707727369870991	36
Sphingorhabdus	Organic Nitrogen (mg/kg soil)	0.21894810224692	0.0924886972273434	2.36729577570685	0.0193173045653636	0.0392982369411272	0.0322858153129602	0.0771207505064687	31
Acidiphilium	Organic Nitrogen (mg/kg soil)	0.243205684585747	0.0911015440224331	2.66961100599853	0.008512088538118	0.0494482760307479	0.0425099422791474	0.040151489133814	33
oc32	Organic Nitrogen (mg/kg soil)	-0.331283697254113	0.079209134378152	-4.18239259720391	5.12013817007401e-05	0.113225032103747	0.106752222119103	0.00074802018578425	46
o WCHB1.41	Organic Nitrogen (mg/kg soil)	0.200560041890017	0.0952787562969141	2.10498173659004	0.0371186779855706	0.0313294096557155	0.0242588214050272	0.124305028354257	34
f Lutispora	Organic Nitrogen (mg/kg soil)	-0.023900676288389	0.0836062421233812	-0.285871911969417	0.775408020554666	0.000596160804034093	-0.00669875773024309	0.888616718117087	51
Rhodoferax	Organic Nitrogen (mg/kg soil)	0.101164631560828	0.0916205647789075	1.10416948209119	0.27145518879331	0.00882070169141382	0.00158581630229992	0.48922629437499	32
o Entomoplasmatales	Organic Nitrogen (mg/kg soil)	0.0876999132314787	0.0836315783636161	1.04864591757642	0.296187538437322	0.00796278770202156	0.000721640166999715	0.515132716590208	50
Nostoc.PCC.73102	Organic Nitrogen (mg/kg soil)	-0.091842997812343	0.0972494360849953	-0.944406482029088	0.346624541514788	0.00646813612686414	-0.000783921273669774	0.569585142910943	27
Alloactinosynnema	Organic Nitrogen (mg/kg soil)	-0.0535856414466013	0.0898746042570561	-0.596226730449212	0.552007626977301	0.00258807510090449	-0.00469230391295761	0.74547500362295	33
f Deinococcaceae	Organic Nitrogen (mg/kg soil)	-0.253282381706354	0.0903097817727554	-2.80459521365784	0.00577083007199854	0.0542968512455073	0.0473939085538686	0.0296143036076764	30
Pseudoflavitalea	Organic Nitrogen (mg/kg soil)	0.177091771083501	0.084383552147658	2.09865271816975	0.0376829116157145	0.0311471566631535	0.0240752380986509	0.125654501999619	43
o Sphingobacteriales	Organic Nitrogen (mg/kg soil)	0.0858800483849266	0.0825681410062065	1.04011120195223	0.300120361196432	0.0078347115050838	0.000592629107310505	0.519460454866094	60
Planomonospora	Organic Nitrogen (mg/kg soil)	-0.269780878821446	0.0963032437929169	-2.80136855412225	0.00582563971334285	0.0541787520978052	0.0472749473685921	0.0298264030135838	25
Roseococcus	Organic Nitrogen (mg/kg soil)	0.113202564594639	0.0864653929499221	1.30922396501687	0.192650082468283	0.0123568389480515	0.00514776477978895	0.392875870889018	41
f Cellulomonadaceae	Organic Nitrogen (mg/kg soil)	-0.0460870788957345	0.107671937750424	-0.428032408988134	0.669299650092677	0.00133552597884367	-0.00595399572933997	0.822765149666912	19
o Candidatus.Abawacabacteria	Organic Nitrogen (mg/kg soil)	0.022469036181377	0.0914635911326822	0.245660988193457	0.806312313071439	0.000440312033488193	-0.00685574408305589	0.905532588691925	48
c Berkelbacteria	Organic Nitrogen (mg/kg soil)	0.021376345247117	0.0847154908713805	0.252331008499634	0.801163396653467	0.000464535477670908	-0.00683134382541195	0.90341042476315	78
Pseudoxanthobacter	Organic Nitrogen (mg/kg soil)	0.07104555059501	0.0860797069124739	0.825346102389142	0.41060997951379	0.00494763415474094	-0.00231552180033412	0.630871489099632	40
Aggregicoccus	Organic Nitrogen (mg/kg soil)	-0.23915488232038	0.0834958239045668	-2.86427357844539	0.00483827176709333	0.0565002311589043	0.0496133715323269	0.0259094163930828	41
Polaromonas	Organic Nitrogen (mg/kg soil)	0.247178351965426	0.0858511368699138	2.87915059692179	0.00462834400501102	0.0570551051122028	0.050172295660467	0.0250434122956325	35
Luteibacter	Organic Nitrogen (mg/kg soil)	0.402199288502904	0.114518250041065	3.51209775174421	0.000602557568312802	0.0825984840025387	0.0759021225719002	0.00521658635530065	15
p Myxococcota	Organic Nitrogen (mg/kg soil)	-0.0925441704870919	0.0853221274003685	-1.08464443288942	0.27998419215656	0.0085141390997424	0.00127701602747765	0.496934737407714	42
Phycisphaera	Organic Nitrogen (mg/kg soil)	0.152773436687359	0.102171569098906	1.49526368279094	0.137145582310876	0.0160577471066915	0.00887568686659423	0.31506417557904	26
Propionicicella	Organic Nitrogen (mg/kg soil)	-0.0627332489939519	0.103824866321254	-0.604221813297048	0.54669547201576	0.0026577641787404	-0.00462210615572145	0.741994934816147	22
Fluviicola	Organic Nitrogen (mg/kg soil)	0.281138503485972	0.0814023839894485	3.45368881975758	0.000736168892679674	0.0800921864908723	0.0733775309178128	0.00611294773228681	56
f Criblamydiaceae	Organic Nitrogen (mg/kg soil)	0.164221406788517	0.100435365097399	1.63509543306046	0.10432466632577	0.0191413286381906	0.0119817762924838	0.261370747627532	24
Sediminibacterium	Organic Nitrogen (mg/kg soil)	0.464029888829243	0.0776491235341882	5.97598360044509	1.87273799049557e-08	0.206773712424551	0.20098373952254	1.18311487913065e-06	39
Rhodobacter	Organic Nitrogen (mg/kg soil)	0.140426210561444	0.117579919018806	1.19430436534817	0.234422624030562	0.0103041276750442	0.0030800702128182	0.446223846637979	16
Larkinella	Organic Nitrogen (mg/kg soil)	0.121101283879547	0.0862190930583916	1.40457617429972	0.162410522915711	0.0141958264026894	0.00700017550051912	0.351025979949583	52
c Polyangia	Organic Nitrogen (mg/kg soil)	0.0474276230339052	0.0821540722489601	0.577300938779764	0.564683682575676	0.00242677071949108	-0.00485478569861497	0.754981705015141	67
Oxalophagus	Organic Nitrogen (mg/kg soil)	-0.245599269560229	0.0963928848703413	-2.5478983214434	0.0119406929387366	0.0452415155172022	0.038272475484481	0.0522684826672225	25
ZOR0006	Organic Nitrogen (mg/kg soil)	0.1619344976532	0.0923691562713043	1.75312305741507	0.081817613546486	0.021941636076541	0.0148025239311141	0.221352629241795	39
Escherichia.Shigella	Organic Nitrogen (mg/kg soil)	-0.042823860289924	0.109528360950109	-0.390984215580755	0.696416270410821	0.00111458592394296	-0.0061765484853713	0.841060724404699	20
f Frankiaceae	Organic Nitrogen (mg/kg soil)	0.0237486983026603	0.096554764326693	0.245960916255842	0.806080599692748	0.000441387370906042	-0.0068546608964597	0.905532588691925	26
Asticcacaulis	Organic Nitrogen (mg/kg soil)	0.13221412160047	0.0836645426768017	1.58028858307654	0.116346849710852	0.017902223131713	0.0107336262202656	0.280661260267406	51
f Rhodocyclaceae	Organic Nitrogen (mg/kg soil)	0.0945402239063601	0.0891846922798177	1.06004989746154	0.290987196598094	0.00813550272721823	0.000895615885810885	0.508404629547637	38
Hydrogenophaga	Organic Nitrogen (mg/kg soil)	0.179593396839031	0.105152523948383	1.70793234527769	0.0899138455206519	0.0208483044249017	0.0137012117564702	0.234776165344565	23
Tolypothrix	Organic Nitrogen (mg/kg soil)	-0.295260046133093	0.104891855711971	-2.81489963285488	0.00559892691362389	0.0546747159584603	0.0477745314034125	0.0291156655408139	22
Tabrizicola	Organic Nitrogen (mg/kg soil)	-0.0634469999987323	0.101635396016252	-0.624260862707581	0.533494448974469	0.00283646896455827	-0.00444209695540865	0.732262639153154	25
p GAL15	Organic Nitrogen (mg/kg soil)	-0.275457375720139	0.103202868978224	-2.6690864163695	0.00852472383549306	0.0494298048615084	0.042491336283855	0.040151489133814	26
Nodosilinea.PCC.7104	Organic Nitrogen (mg/kg soil)	-0.27739914361836	0.104432757352316	-2.65624647525606	0.00883932087369712	0.0489786104584048	0.0420368484909479	0.0410365691008282	21
f Elsteraceae	Organic Nitrogen (mg/kg soil)	0.280321144945353	0.0844315429624662	3.32009975312152	0.001153321065984	0.0744685469557016	0.0677128429188818	0.00860445798481519	43
Porphyrobacter	Organic Nitrogen (mg/kg soil)	-0.0520477012721554	0.104401525262369	-0.498533916447636	0.618907223882529	0.00181084675270692	-0.00547520546077696	0.791155753748952	20
o Xanthomonadales	Organic Nitrogen (mg/kg soil)	-0.188527900539667	0.116458429146023	-1.618842894603	0.107780942573095	0.0187698042797348	0.0116075400773971	0.26801909921767	17
c SHA.26	Organic Nitrogen (mg/kg soil)	-0.110945558295543	0.0829524380510112	-1.33745988547459	0.183288770102025	0.0128886405736481	0.00568344816907618	0.380495115553715	68
f Fodinicurvataceae	Organic Nitrogen (mg/kg soil)	0.197444960032127	0.084618806076611	2.3333460868423	0.0210854497064042	0.0382219307139685	0.0312016528359682	0.0818724895161459	46
Candidatus.Koribacter	Organic Nitrogen (mg/kg soil)	0.097442645566277	0.115030324336987	0.847103979997605	0.398414546564762	0.00521055573353935	-0.00205068108592399	0.619829619031701	17
Azoarcus	Organic Nitrogen (mg/kg soil)	-0.0267005652621274	0.120239033694993	-0.222062373936387	0.824596014494803	0.000359809891106609	-0.00693683383231614	0.91523892871871	16
f Carnobacteriaceae	Organic Nitrogen (mg/kg soil)	0.00771690826973257	0.112760534891043	0.0684362510091776	0.945538148360868	3.41851120110928e-05	-0.00726483543461653	0.974512972572103	17
Paludisphaera	Organic Nitrogen (mg/kg soil)	-0.175033639847337	0.0878822967664702	-1.99168258326764	0.0483941849470963	0.0281399558350628	0.0210460868995522	0.15040974966901	38
f Eel.36e1D6	Organic Nitrogen (mg/kg soil)	0.0965583713472901	0.0919578681093522	1.05002838074135	0.295553791428395	0.00798362900407402	0.000742633595344544	0.51422179937765	36
o KIST.JJY010	Organic Nitrogen (mg/kg soil)	0.194070371669308	0.0877978580286808	2.21042262336185	0.0287349794777206	0.0344358800010621	0.0273879667163981	0.102394931606396	39
f Fibrobacteraceae	Organic Nitrogen (mg/kg soil)	0.0943403430965382	0.0844931193764856	1.11654468189505	0.266143492619125	0.00901773625644765	0.00178428907583772	0.482443128342152	52
f Glycomycetaceae	Organic Nitrogen (mg/kg soil)	0.0808156159348044	0.088355187916184	0.914667467081482	0.361973271986514	0.00606962501056444	-0.0011853412302345	0.584518661890405	42
f Alcaligenaceae	Organic Nitrogen (mg/kg soil)	0.121690802467232	0.0967620300525992	1.2576296962877	0.210665203350385	0.0114130020334496	0.0041970385446426	0.41643121592518	29
o Chthonomonadales	Organic Nitrogen (mg/kg soil)	-0.036500298954614	0.0846457382984662	-0.431212482616805	0.666991632290488	0.00135541732239321	-0.00593395919350193	0.821378255100636	53
Fontimonas	Organic Nitrogen (mg/kg soil)	-0.0505077811386718	0.101679070796597	-0.496737241430044	0.620170501585465	0.00179784141207227	-0.00548830573090542	0.791725039571832	26
Georgfuchsia	Organic Nitrogen (mg/kg soil)	0.044924319719365	0.103954160086362	0.43215509299525	0.666308119713936	0.00136134148143157	-0.00592799179242665	0.821030695746613	24
Amnibacterium	Organic Nitrogen (mg/kg soil)	0.250989924027638	0.0958043521961996	2.6198175581171	0.00978975655097855	0.0477080476122509	0.0407570114634351	0.0443909911501695	27
Curtobacterium	Organic Nitrogen (mg/kg soil)	0.120709479242289	0.10154276936945	1.18875504373042	0.236592536238238	0.0102095694726498	0.00298482180456694	0.448892088844871	23
Ruminiclostridium	Organic Nitrogen (mg/kg soil)	0.0466241019730268	0.0999389252552979	0.466525949262749	0.641580073757977	0.00158614046333199	-0.00570155194204536	0.806503588281404	27
f Fimbriimonadaceae	Organic Nitrogen (mg/kg soil)	-0.0482437507642955	0.085241707022942	-0.565964155918548	0.572344006868838	0.00233261498702069	-0.00494962869920568	0.761009167267297	76
Chthonomonas	Organic Nitrogen (mg/kg soil)	0.0294393968052889	0.088483343768833	0.332711169711226	0.739860885306917	0.000807352927938919	-0.0064860240579887	0.864928641862925	46
Sphaerisporangium	Organic Nitrogen (mg/kg soil)	0.234846347587181	0.0994220233484035	2.36211595457288	0.0195783117218868	0.0391331726587182	0.0321195461817745	0.0777731044772331	25
Candidatus.Ovatusbacter	Organic Nitrogen (mg/kg soil)	0.0426032227020567	0.0834496021930461	0.510526372594342	0.610504366695311	0.00189884866101868	-0.0053865612027697	0.78647228280534	58
o Propionibacteriales	Organic Nitrogen (mg/kg soil)	0.370539456411534	0.0933901352620266	3.96765092342894	0.000116542169237504	0.103064171526675	0.0965171946765049	0.0014078414500913	27
WCHB1.32	Organic Nitrogen (mg/kg soil)	0.0298523386207141	0.113786324550351	0.262354362342587	0.793442338638837	0.000502155096347376	-0.00679344961097872	0.897928572533663	18
Spirillospora	Organic Nitrogen (mg/kg soil)	-0.228098338172144	0.109365475123303	-2.08565214858691	0.0388650896594872	0.0307742948781985	0.0236996546948276	0.128134198983147	20
o Micrococcales	Organic Nitrogen (mg/kg soil)	-0.018236461110235	0.0944084949622452	-0.193165467975397	0.847115460766388	0.000272282761746235	-0.00702499984583227	0.927245324065292	37
Phaeodactylibacter	Organic Nitrogen (mg/kg soil)	-0.0954539337012849	0.0860987937059449	-1.10865587765713	0.269521112827711	0.00889188815016861	0.00165752237024275	0.486678718605465	59
Lacibacter	Organic Nitrogen (mg/kg soil)	0.0300963877428165	0.0933702849070315	0.322333682207175	0.747691279025932	0.00075781216610914	-0.00653592643121859	0.870218626008165	34
Ruminococcus	Organic Nitrogen (mg/kg soil)	0.142660257354788	0.0931128363116142	1.53212234752851	0.127798204512848	0.0168456598869593	0.00966935083503917	0.299027330379161	36
Cereibacter	Organic Nitrogen (mg/kg soil)	0.0502964552378556	0.101732328802923	0.494399920159998	0.621815615297294	0.00178099234171225	-0.00550527778718046	0.793391921810821	26
Rhodovarius	Organic Nitrogen (mg/kg soil)	0.141592403983148	0.088671849170301	1.59681347922732	0.112611372090985	0.0182717069079125	0.0111058069583352	0.275488312153509	38
Aetherobacter	Organic Nitrogen (mg/kg soil)	0.130307934017366	0.0882615617109703	1.47638373365842	0.142135765813566	0.0156611114205086	0.00847615602941731	0.322408881697439	38
Stackebrandtia	Organic Nitrogen (mg/kg soil)	0.101393999992693	0.0993318974175967	1.02075972198968	0.309167439303137	0.00754807076357197	0.00030389609761261	0.528467195152528	29
p Planctomycetota	Organic Nitrogen (mg/kg soil)	0.139614182990448	0.0900490744539581	1.55042329792998	0.123346977999862	0.0172435198244006	0.0100701148596151	0.291235920277452	44
Estrella	Organic Nitrogen (mg/kg soil)	0.147074845603142	0.0838865736534095	1.75325846792605	0.0817942833512792	0.0219449513476556	0.0148058634012881	0.221352629241795	57
Starkeya	Organic Nitrogen (mg/kg soil)	-0.0411287176500953	0.0935567426207287	-0.439612544195	0.660910429146165	0.0014086638815639	-0.00588032397331539	0.818316709258818	35
o Bacteroidetes.VC2.1.Bac22	Organic Nitrogen (mg/kg soil)	0.260034716264335	0.0833944184923922	3.11813093688107	0.00221867507003408	0.0662660777994057	0.0594505017249487	0.0142086382909717	59
Paucibacter	Organic Nitrogen (mg/kg soil)	0.343560699750533	0.104317837362627	3.29340320348338	0.00125964221004136	0.0733632809622769	0.0665995092904687	0.00911583178319405	20
Catenuloplanes	Organic Nitrogen (mg/kg soil)	0.0607444728585195	0.113537395739179	0.53501731709668	0.593505211399813	0.00208501246908712	-0.0051990385347882	0.775038229970426	18
c Bacteroidia	Organic Nitrogen (mg/kg soil)	0.321817254866596	0.0884015330856181	3.6404035499578	0.000384844414633936	0.0882017580692581	0.0815462964493255	0.00373199648538223	45
Faecalibacterium	Organic Nitrogen (mg/kg soil)	0.134280999018415	0.0895162822020271	1.50007345831633	0.135896396673001	0.0161595462771902	0.00897822909673163	0.312501551621387	36
o Candidatus.Peribacteria	Organic Nitrogen (mg/kg soil)	0.164698582341941	0.0933308985408267	1.76467370310268	0.0798470560152512	0.0222252712062273	0.0150882293902143	0.217278804930908	45
o Hydrogenispora	Organic Nitrogen (mg/kg soil)	-0.0963859923651827	0.104385416965028	-0.923366454506523	0.357439667420293	0.00618490746358715	-0.00106921729945242	0.581571594463443	25
Methylocella	Organic Nitrogen (mg/kg soil)	-0.255887941742872	0.0925476564010951	-2.76493162218902	0.0064783484455724	0.0528525352995616	0.0459390501557626	0.0324264228940589	31
c Gracilibacteria	Organic Nitrogen (mg/kg soil)	0.235839503315879	0.0917176938933832	2.57136320490165	0.0111963736993458	0.0460401145693485	0.039076903726789	0.0494268621760544	44
o Granulosicoccales	Organic Nitrogen (mg/kg soil)	-0.0439910221784797	0.120276935548242	-0.365747780137242	0.715117412475209	0.000975481365909505	-0.00631666840514233	0.852415579633249	16
Herbiconiux	Organic Nitrogen (mg/kg soil)	0.167447581253356	0.112155438990245	1.49299563856123	0.137737732594448	0.0160098499650236	0.00882744011075354	0.316269106030965	18
o VHS.B3.70	Organic Nitrogen (mg/kg soil)	-0.205317318226607	0.0871718721691665	-2.35531614863298	0.0199256735127342	0.0389169477468696	0.0319017429858978	0.078543443231056	44
Tagaea	Organic Nitrogen (mg/kg soil)	-0.0324375254641927	0.100166812604226	-0.323835056950033	0.746556756084588	0.000764882711784686	-0.00652880427572078	0.869945236713476	29
Shimazuella	Organic Nitrogen (mg/kg soil)	0.0717148762779819	0.0900111452765084	0.796733294056846	0.426984498498308	0.00461208950004112	-0.00265351568609007	0.644335871684826	44
Uliginosibacterium	Organic Nitrogen (mg/kg soil)	0.150910170777481	0.0959852390494016	1.57222269040566	0.118205564451455	0.0177231719684124	0.0105532681141671	0.283414763459192	33
o Cyanobacteriales	Organic Nitrogen (mg/kg soil)	-0.141665777440188	0.125878885679434	-1.12541334216254	0.262381644929995	0.00916024261232537	0.00192783562409404	0.478005399755644	15
Hahella	Organic Nitrogen (mg/kg soil)	-0.120454076539492	0.11746676477692	-1.02543112316275	0.306966983759423	0.00761678735753293	0.000373114272551267	0.526052290716753	18
Pseudorhodoferax	Organic Nitrogen (mg/kg soil)	0.0476465245143655	0.102778548550565	0.463584329476344	0.643681260623838	0.00156623234211002	-0.00572160537802069	0.80784158212522	24
Pseudenhygromyxa	Organic Nitrogen (mg/kg soil)	-0.196856377348562	0.0913784178906068	-2.15429837693434	0.0329660168608917	0.0327659466384438	0.0257058440591622	0.113320682959315	33
Desulfoglaeba	Organic Nitrogen (mg/kg soil)	-0.0883527266344705	0.0974304097301415	-0.906829057572333	0.366089431308756	0.00596665929474301	-0.001289058520624	0.588335541893583	30
Flavihumibacter	Organic Nitrogen (mg/kg soil)	0.243541623910301	0.109054681611032	2.23320650074379	0.0271572018778172	0.0351243695131555	0.0280814816993827	0.0982661910052596	21
f EF100.94H03	Organic Nitrogen (mg/kg soil)	-0.0708085560362364	0.0898524933704786	-0.788053323620965	0.432026928753821	0.00451259556559643	-0.00275373585363292	0.646998086469692	44
o Candidatus.Peregrinibacteria	Organic Nitrogen (mg/kg soil)	0.228128308701949	0.0905458303230296	2.5194788969087	0.0129013616743383	0.0442823333682636	0.037306292005988	0.0558979294045705	49
Coxiella	Organic Nitrogen (mg/kg soil)	0.19531369655915	0.0895042583706736	2.18217211241813	0.0308016592959777	0.0335906612684726	0.0265365785040087	0.10786348854584	46
f Peptostreptococcaceae	Organic Nitrogen (mg/kg soil)	-0.0115681049313442	0.10965788067494	-0.105492691087435	0.916139170285999	8.12248463159395e-05	-0.00721745234458693	0.96116486110571	21
o CCM19a	Organic Nitrogen (mg/kg soil)	0.221295430773076	0.0933621887444985	2.37028966168186	0.0191678509869792	0.0393937814484232	0.0323820572254189	0.0766550071549425	37
Brevibacillus	Organic Nitrogen (mg/kg soil)	-0.204171513421286	0.103204463594792	-1.97832057170432	0.0498984838916361	0.027774097424705	0.0206775579898487	0.153571699929821	25
c WWE3	Organic Nitrogen (mg/kg soil)	0.0752107689527705	0.0893630948118749	0.841631202579795	0.401461129176801	0.00514379205578317	-0.00211793208979505	0.622497770779948	57
f Sneathiellaceae	Organic Nitrogen (mg/kg soil)	0.10123911921136	0.0853757518369457	1.18580647353726	0.237751318369172	0.010159498872201	0.00293438572528271	0.449994904200761	62
o Thermovenabulales	Organic Nitrogen (mg/kg soil)	-0.00735064418738013	0.101254658814388	-0.0725956145964083	0.942233794827234	3.84665732485265e-05	-0.00726052272183741	0.972576474312143	26
Pseudofulvimonas	Organic Nitrogen (mg/kg soil)	0.190530626919232	0.10297473427038	1.85026577897211	0.0664294137600123	0.0243797075008835	0.0172583914972402	0.19017606205025	26
Niabella	Organic Nitrogen (mg/kg soil)	0.116665488211313	0.12559223923236	0.928922749720771	0.35456292192673	0.00625909864621556	-0.000994484575345123	0.577942787606614	15
Crocinitomix	Organic Nitrogen (mg/kg soil)	0.307166010335463	0.0864191268760436	3.55437530369927	0.000520464078667777	0.0844301357940578	0.0777471440845252	0.00473379293340828	47
f Holosporaceae	Organic Nitrogen (mg/kg soil)	0.259379120449602	0.0922013992300418	2.81317987162486	0.00562728812606384	0.0546115767163632	0.0477109312909351	0.0291726088333166	38
Cupriavidus	Organic Nitrogen (mg/kg soil)	-0.193483937246513	0.114006930977789	-1.69712433785458	0.0919438326326176	0.0205906938898669	0.0134417208525666	0.237741934489761	18
Blautia	Organic Nitrogen (mg/kg soil)	0.0208707754847554	0.094793634291682	0.220170643743182	0.826066003994589	0.000353707783516338	-0.00694298048083763	0.916435350895753	32
Parablastomonas	Organic Nitrogen (mg/kg soil)	0.401150618161122	0.117498125563436	3.4141022781214	0.000842036078710669	0.0784097982341511	0.0716828624548382	0.00678544630211714	15
Alsobacter	Organic Nitrogen (mg/kg soil)	-0.0066932664174981	0.10469565496279	-0.0639306991286021	0.949118594126504	2.98322070279941e-05	-0.00726922011262876	0.977341283599429	23
f Phormidiaceae	Organic Nitrogen (mg/kg soil)	-0.241789010980276	0.125046291590375	-1.93359601396517	0.0552250127004871	0.0265654795741917	0.0194601181112295	0.165392014333618	15
Propionicimonas	Organic Nitrogen (mg/kg soil)	-0.0143846637978917	0.116059697689896	-0.123941937504668	0.901542907292047	0.000112115924029176	-0.00718633578455474	0.955693792277479	18
o Ga0077536	Organic Nitrogen (mg/kg soil)	0.15073273909316	0.0881562387502625	1.70983632276067	0.0895600425382919	0.0208938413464601	0.0137470810643174	0.234562016171717	47
Azotobacter	Organic Nitrogen (mg/kg soil)	-0.15782579933121	0.126594016453478	-1.24670820748633	0.214631837108495	0.0112178515121866	0.00400046356702	0.422490265322607	15
Hydrocarboniphaga	Organic Nitrogen (mg/kg soil)	0.250473474473209	0.113238764174103	2.21190575771483	0.028629896364978	0.034480512692671	0.0274329251940774	0.102249629874921	21
f Thermoactinomycetaceae	Organic Nitrogen (mg/kg soil)	-0.0380021564602556	0.0927156860701513	-0.409878393516952	0.682535359714197	0.00122477762384592	-0.00606555246649121	0.832187654429131	40
o Enterobacterales	Organic Nitrogen (mg/kg soil)	0.127256421685053	0.117975744058893	1.07866598087762	0.282632149971525	0.00842132782800091	0.00118352730119786	0.499926334134271	19
f Methylophilaceae	Organic Nitrogen (mg/kg soil)	0.156338139917378	0.0980448522983212	1.59455735056531	0.11311566762539	0.0182210515264869	0.0110547818295998	0.276577273090323	32
f Bacteriovoracaceae	Organic Nitrogen (mg/kg soil)	0.0836416876750232	0.109096237858496	0.766678020405356	0.444592087542645	0.00427214627702917	-0.0029959402464963	0.658159597613004	25
Mobilitalea	Organic Nitrogen (mg/kg soil)	0.12418044542529	0.109845406665383	1.1305019408192	0.260240038621838	0.00924249929889418	0.00201069272443344	0.475800618129485	20
f Ktedonobacteraceae	Organic Nitrogen (mg/kg soil)	0.473900483338973	0.123797783115384	3.82802075621403	0.000195742804506349	0.0966263188024402	0.0900323503265456	0.0021380785305308	15
JTB255.marine.benthic.group	Organic Nitrogen (mg/kg soil)	-0.11567578902118	0.122616588941593	-0.943394283103735	0.347139966324934	0.00645436811977657	-0.000797789777159386	0.569802424124292	16
c Dehalococcoidia	Organic Nitrogen (mg/kg soil)	0.0173502909451052	0.0943175811557754	0.18395606346657	0.854319922983863	0.000246945085442294	-0.00705052246867854	0.931641156974471	35
o Marine.Group.II	Organic Nitrogen (mg/kg soil)	-0.435866403905274	0.0971261701571625	-4.48763091553992	1.51250186327854e-05	0.128159482134026	0.121795682733545	0.000297098580286856	29
c Anaerolineae	Organic Nitrogen (mg/kg soil)	-0.131212490195737	0.0908835960462653	-1.44374228027841	0.15109435590398	0.0149865254131641	0.00779664603661778	0.334677913056816	44
Lacunisphaera	Organic Nitrogen (mg/kg soil)	0.279247020228458	0.0897546808366572	3.11122514865441	0.00226767096919867	0.0659922298634313	0.0591746548989306	0.0143455504479077	40
Methylobacillus	Organic Nitrogen (mg/kg soil)	-0.247932725568438	0.116583368903627	-2.12665603936519	0.03524116513075	0.031957184248154	0.024891178293761	0.119299382321692	18
Pelomonas	Organic Nitrogen (mg/kg soil)	0.0757767768370423	0.118144737233951	0.641389355219342	0.522341335094033	0.00299378627938687	-0.004283631339012	0.723325160416056	17
Candidatus.Paracaedibacter	Organic Nitrogen (mg/kg soil)	0.374501469145035	0.0867137942609194	4.31882230891859	2.99010317344769e-05	0.119832697540182	0.113408118690111	0.000506475809270578	41
Stigmatella	Organic Nitrogen (mg/kg soil)	-0.193191882208822	0.114029036159857	-1.69423410663567	0.0924929465096247	0.0205220590537919	0.0133725850322867	0.238897527587014	19
Jeotgalibacillus	Organic Nitrogen (mg/kg soil)	-0.0848272885862192	0.121621842322994	-0.697467551600983	0.486692195761997	0.0035382464720468	-0.00373519698436175	0.694531750667685	17
Syntrophobacter	Organic Nitrogen (mg/kg soil)	-0.0534863700285994	0.127400888114332	-0.41982729335921	0.675269277507612	0.00128487948811209	-0.0060050119024857	0.826409390667038	15
Acidicaldus	Organic Nitrogen (mg/kg soil)	-0.00208335056192655	0.109916266675503	-0.0189539785596709	0.984905395005987	2.62228000859543e-06	-0.00729662865225422	0.992334638287282	21
Polyangium	Organic Nitrogen (mg/kg soil)	0.038991757882936	0.107980559301297	0.361099795511688	0.718581081231356	0.000950869164790672	-0.00634146025736415	0.854583198869649	25
f UBA12409	Organic Nitrogen (mg/kg soil)	0.110518026819766	0.0909200248311776	1.21555209674632	0.226246114043721	0.0106700813206257	0.00344869505289302	0.436198993902928	52
